ICMMID,Confidence.Factor,Mine_Name,Group_Names,Latitude,Longitude,Asset_Type,Country_Region,Primary_Commodity,Secondary_Commodity,Other_Commodities,Production,Processing,Net_GDP_Decrease,Risk_category
ICMM00873,Very Low,"Ancoccala, Mina",NA,-14.935,-70.315,Mine,Peru,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00877,Very Low,Regina,NA,-14.997,-69.939,Mine,Peru,tungsten,NA,NA,TRUE,NA,544,High
ICMM00878,Very Low,"Palca 11, Mina",NA,-14.998,-69.66,Mine,Peru,tungsten,NA,NA,TRUE,NA,544,High
ICMM00879,Very Low,Cinamono,NA,-14.998,-44.999,Mine,Brazil,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00892,Very Low,San Jose De Ayata Mine,NA,-15.198,-68.966,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM00896,Very Low,Condoroma Lead Zinc Mine 23,NA,-15.248,-71.166,Mine,Peru,zinc,copper,NA,TRUE,NA,51,Elevated
ICMM00897,Very Low,Suka Ltda.,NA,-15.248,-68.95,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00911,Very Low,Eliana Mina,NA,-15.318,-73.986,Mine,Peru,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM00914,Very Low,San Jose De Ayala,NA,-15.331,-68.666,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00917,Very Low,Teresa,NA,-15.386,-68.77,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00923,Very Low,"Andalucia Y Otros, Derecho Minero",NA,-15.498,-72.333,Mine,Peru,silver,gold,NA,TRUE,NA,36,Elevated
ICMM00934,Very Low,Madrigal,NA,-15.581,-71.366,Mine,Peru,copper,silver,NA,TRUE,NA,56,Elevated
ICMM00938,Moderate,Tacaza,Tacaza;Tacaza,-15.611,-70.729,Mine,Peru,copper,lead,zinc,TRUE,NA,56,Elevated
ICMM00942,Very Low,Lampa,NA,-15.639,-70.533,Mine,Peru,silver,gold,NA,TRUE,NA,36,Elevated
ICMM00947,Very Low,Exaltacion Mine,NA,-15.692,-69.098,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00948,Very Low,Todos Santos,NA,-15.708,-69.05,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00949,Very Low,San Rafael,NA,-15.714,-70.216,Mine,Peru,copper,NA,NA,TRUE,NA,56,Elevated
ICMM00950,Very Low,The Consolidated,NA,-15.738,-68.501,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00952,Very Low,Matilde Mine,NA,-15.764,-68.933,Mine,Bolivia,zinc,lead,cadmium,TRUE,NA,51,Elevated
ICMM00967,Very Low,Fabulosa Mines Consolidated,NA,-15.998,-68.315,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00968,Very Low,Goias Estanho Mine,NA,-16.003,-49.591,Mine,Brazil,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00970,Very Low,Natividad Mine,NA,-16.078,-68.317,Mine,Bolivia,tin,tungsten,gold,TRUE,NA,33,Elevated
ICMM00974,Very Low,Lourdes,NA,-16.188,-68.04,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00977,Very Low,Corrego Do Ouro Branco,NA,-16.281,-50.516,Mine,Brazil,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM00978,Very Low,Don Carlos,NA,-16.308,-68.19,Mine,Bolivia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM00979,Very Low,Esperanza,NA,-16.312,-69.238,Mine,Peru,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00980,Very Low,San Antonio Mine,San Antonio Mine;12 Angeles Mine;Complemento Mine;San Antonio 2,-16.331,-68.152,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM00981,Very Low,Aceromarca,Aceromarca;Aceromarca Mine,-16.338,-67.978,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00982,Very Low,Kellguani,NA,-16.348,-68.116,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM00983,Very Low,Liliana,Liliana;Pichu,-16.358,-67.672,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00984,Very Low,Reconquistada Mine,NA,-16.364,-67.833,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
,,,,,,,,,,,,,,
ICMM00987,Very Low,Chojlla Mine,Chojlla Mine;Chojlla,-16.396,-67.771,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM00988,Very Low,Enramada Mine,NA,-16.398,-67.816,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00990,Very Low,Colquechaca Mine,NA,-16.414,-68,Mine,Bolivia,copper,lead,zinc,TRUE,NA,56,Elevated
ICMM00991,Very Low,Reconquistada,NA,-16.438,-67.89,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM00992,Very Low,Normandia Mine,NA,-16.452,-68.345,Mine,Bolivia,silver,NA,NA,TRUE,NA,36,Elevated
ICMM00998,High,Cerro Verde,Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde;Cerro Verde SX EW,-16.531,-71.591,Mine,Peru,copper,gold,molybdenum;silver,TRUE,NA,56,Elevated
ICMM00999,Very Low,Bolsa Negra,Bolsa Negra;Bolsa Negra Mine,-16.542,-67.792,Mine,Bolivia,tungsten,tin,copper,TRUE,NA,544,High
ICMM01011,Very Low,Urania,NA,-16.738,-67.76,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01017,Very Low,Buena Ventura Mine,NA,-16.82,-67.464,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM01020,Very Low,San Cristobal Mine,NA,-16.831,-67.583,Mine,Bolivia,silver,NA,NA,TRUE,NA,36,Elevated
ICMM01021,Very Low,Inca Mine,NA,-16.845,-67.452,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01023,Moderate,Viloco Mine,Viloco Mine;Viloco,-16.873,-67.636,Mine,Bolivia,tungsten,bismuth,tungsten,TRUE,NA,544,High
ICMM01024,Very Low,Nevada Mine,NA,-16.881,-67.6,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM01025,Very Low,Pacuni,Pacuni;Mocoya;Monte Blanco,-16.908,-67.3,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01026,Very Low,Chojnacota,NA,-16.908,-67.57,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01027,Very Low,Laramcota,NA,-16.908,-67.23,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01029,Moderate,Caracoles Mine,Caracoles Mine;Caracoles;Barrosquira Bajadera;Caracoles Dist.;Caracoles Mill Tailings;Caracoles Mill Tailings;Otilia Mine;Atoroma,-16.914,-67.483,Mine,Bolivia,tin,tungsten,copper,TRUE,NA,33,Elevated
ICMM01031,Very Low,Cotacucho,NA,-16.918,-67.2,Mine,Bolivia,tin,antimony,NA,TRUE,NA,33,Elevated
ICMM01032,Very Low,Tanapaca Mine,NA,-16.931,-67.6,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01033,Very Low,San Francisco Mine,NA,-16.948,-67.516,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01035,Very Low,Colombiri Mine,NA,-16.948,-67.3,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01036,Very Low,Laramcota Mine,NA,-16.964,-67.383,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01037,Very Low,Argentina Mine,NA,-16.981,-67.483,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01038,Very Low,Caracoles,NA,-16.981,-67.266,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01039,Very Low,Bajaderia Mine,Bajaderia Mine;Pepita,-16.989,-67.223,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01040,Very Low,Donata Mine,NA,-16.991,-66.85,Mine,Bolivia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM01042,Very Low,Barroscota Mine,NA,-16.992,-67.366,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01045,Very Low,San Juan Ltd.,NA,-17.014,-67.316,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01046,Very Low,Viloco Sn,NA,-17.031,-67.583,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM01047,Very Low,Hilda Mine,NA,-17.036,-67.33,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01048,High,Cuajone Mine,Cuajone Mine;Cuajone;Cuajone;Cuajone;Cuajone;Cuajone SX EW,-17.041,-70.707,Mine,Peru,copper,molybdenum,gold;silver;zinc,TRUE,NA,56,Elevated
ICMM01051,Very Low,Purisima Mine,NA,-17.061,-67.05,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01052,Very Low,Chambillaya Mine,NA,-17.061,-67.305,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01055,High,"Quellaveco, Yacimiento","Quellaveco, Yacimiento;Quellaveco;Quellaveco project;Quellaveco",-17.101,-70.616,Mine,Peru,copper,molybdenum,silver,TRUE,NA,56,Elevated
ICMM01063,Very Low,Copacabana Mine,Copacabana Mine;Todos Santos Mine;Salla Cuchu Mine,-17.154,-66.997,Mine,Bolivia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM01064,Very Low,Sayaquira,NA,-17.146,-67.32,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01065,Very Low,Solitaria,Solitaria;Cruz Roja,-17.147,-67.29,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01066,Moderate,Corocoro District,Corocoro District;Corocoro,-17.177,-68.447,Mine,Bolivia,copper,lead,silver,TRUE,NA,56,Elevated
ICMM01069,Very Low,Pajchiri,NA,-17.198,-67.05,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01075,High,Toquepala Mine,Toquepala Mine;Toquepala;Toquepala;Toquepala;Toquepala;Toquepala SX EW,-17.254,-70.613,Mine,Peru,copper,molybdenum,silver;rhenium;gold;zinc,TRUE,NA,56,Elevated
ICMM01084,Very Low,Buena Esperanza Mine,NA,-17.331,-66.833,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01090,Very Low,Laurani Mine,NA,-17.379,-67.775,Mine,Bolivia,copper,lead,zinc,TRUE,NA,56,Elevated
ICMM01091,Moderate,Colquiri Mine,Colquiri Mine;Colquiri,-17.391,-67.123,Mine,Bolivia,tin,zinc,lead;copper;silver,TRUE,NA,33,Elevated
ICMM01094,Very Low,Colquiri,NA,-17.397,-67.148,Mine,Bolivia,silver,NA,NA,TRUE,NA,36,Elevated
ICMM01103,High,Morro Agudo,Morro Agudo;Paracatuzn;Morro Agudo;Morro Agudo,-17.495,-46.817,Mine,Brazil,zinc,lead,silver;gold;cadmium,TRUE,NA,51,Elevated
ICMM01104,Very Low,Antonia Mine,NA,-17.497,-67.022,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01113,Very Low,Crucero Ii Mine,NA,-17.664,-70.016,Mine,Peru,silver,NA,NA,TRUE,NA,36,Elevated
ICMM01116,Very Low,Mata Da Corda,NA,-17.698,-45.399,Mine,Brazil,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM01119,Very Low,San Francisco Mine,NA,-17.728,-66.909,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01120,Very Low,Teofilio Otoni Dist,NA,-17.731,-41.432,Mine,Brazil,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM01121,Very Low,San Felipe Mine,NA,-17.739,-66.85,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01125,Moderate,Inti Raymi Mine,Inti Raymi Mine;Kori Kollu Mine;Kori Kollo,-17.793,-67.452,Mine,Bolivia,silver,gold,copper,TRUE,NA,36,Elevated
ICMM01130,Very Low,Torosentado Mine,NA,-17.822,-66.375,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01137,Moderate,Cerro Grande,Cerro Grande;Berenguela,-17.888,-66.429,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01139,Moderate,San Jose De Oruro Mine,San Jose De Oruro Mine;Itos Mill Tailings;Itos Tailings,-17.959,-67.126,Mine,Bolivia,tin,silver,lead;copper;antimony;zinc,TRUE,NA,33,Elevated
ICMM01141,High,Vazante,Fazenda Salobra;Vazante;Vazante Deposit,-17.97,-46.844,Mine,Brazil,zinc,lead,silver;copper;cadmium,TRUE,NA,51,Elevated
ICMM01142,Very Low,Oruro,NA,-17.998,-67.1,Mine,Bolivia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01145,Very Low,Santa Clara Mine,NA,-18.038,-68.336,Mine,Bolivia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01146,Very Low,Aullagas De Oruro Mine,NA,-18.045,-66.518,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01147,Very Low,Japo Mine,Japo Mine;Negro Pabellon Mine;Santa Fe Mine;Japo,-18.061,-66.844,Mine,Bolivia,silver,zinc,tin;copper,TRUE,NA,36,Elevated
ICMM01148,Very Low,Rio Maracana,NA,-18.064,-41.132,Mine,Brazil,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM01151,Very Low,La Reyna,NA,-18.098,-66.9,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01152,Very Low,San Pablo,San Pablo;Negro Pabellon,-18.1,-66.85,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01154,Very Low,Excelsior Mine,NA,-18.114,-66.765,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
,,,,,,,,,,,,,,
ICMM01157,Very Low,Morococala Mine,NA,-18.139,-66.786,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01158,Very Low,Morococala Santa Fe Japo Mines,NA,-18.164,-66.833,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01160,Very Low,Morococala,NA,-18.178,-66.8,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01162,Very Low,Huanuni,NA,-18.228,-66.8,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01164,Very Low,Candelaria,NA,-18.258,-67,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01166,Moderate,Huanuni Mine,Huanuni Mine;Porvenir and Huanuni Mill Tailings;Huanuni,-18.275,-66.824,Mine,Bolivia,tin,silver,lead;antimony,TRUE,NA,33,Elevated
ICMM01167,Very Low,San Florencio,NA,-18.298,-66.68,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01169,Very Low,El Centenario,NA,-18.314,-66.583,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01170,Moderate,Triunfo Mine,Triunfo Mine;Poopo District;San Juan Mine;Poopo,-18.365,-66.948,Mine,Bolivia,tin,lead,silver;antimony;zinc,TRUE,NA,33,Elevated
ICMM01171,Very Low,Pucro,NA,-18.358,-66.44,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01172,Very Low,Bolivian Tin Mines Property,NA,-18.36,-66.229,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01173,Very Low,Patino I Mine,NA,-18.375,-66.906,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01174,Very Low,Santa Barbara,NA,-18.398,-66.466,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01175,Very Low,Llallagua Catavi,NA,-18.403,-66.61,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01176,Very Low,El Porvenir Mine,NA,-18.414,-66.916,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01177,Very Low,Catavi Siglo Xx,NA,-18.414,-66.583,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01178,Moderate,Llallagua Mine,Llallagua Mine;Siglo XX,-18.451,-66.601,Mine,Bolivia,tin,tungsten,zinc,TRUE,NA,33,Elevated
ICMM01179,Very Low,Rosario Mine,NA,-18.448,-66.366,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01182,High,Bolivar Mine (Antequera),Bolivar Mine;Bolivar;Venus Mine;Avicaya Antequera Totoral Mines;Totoral Mine;Bolivar Mine (Antequera),-18.472,-66.842,Mine,Bolivia,zinc,lead,silver;tin,TRUE,NA,51,Elevated
ICMM01183,Very Low,Porvenir Mine,NA,-18.462,-66.922,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01184,Very Low,Pucro Mine,Pucro Mine;Cruz De Saya Mine,-18.473,-66.466,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01185,Very Low,Vilacota Mine,NA,-18.475,-66.652,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01188,Very Low,Estalsa Tin Mine,NA,-18.498,-67.05,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01189,Moderate,Cristo Gran Poder Mine,Cristo Gran Poder Mine;Elena Mine;Avicaya;Asientos;Totoral,-18.513,-66.862,Mine,Bolivia,tin,silver,lead;zinc,TRUE,NA,33,Elevated
ICMM01190,Very Low,Victoria Mine,NA,-18.515,-66.319,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01191,Very Low,Estalsa Mine,Estalsa Mine;Chunchu;Totoral;Avicaya,-18.545,-66.838,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01192,Very Low,Estalsa Dredgeavicaya,NA,-18.548,-66.9,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01197,Very Low,Pacajake Mine,NA,-18.598,-66.866,Mine,Bolivia,silver,NA,NA,TRUE,NA,36,Elevated
ICMM01199,Very Low,Sao Matheus River,NA,-18.648,-39.999,Mine,Brazil,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM01202,Very Low,Aliada Mine,Aliada Mine;Colquechaca;Colquechaca Mine,-18.69,-66.021,Mine,Bolivia,tin,lead,zinc,TRUE,NA,33,Elevated
,,,,,,,,,,,,,,
ICMM01206,Very Low,Lipez Huaico,NA,-18.778,-65.779,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01208,Very Low,Comsur,NA,-18.831,-65.783,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01211,Very Low,Ocuri Mine,NA,-18.864,-65.8,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01213,Very Low,Maria Teresa Mine,NA,-18.948,-66.718,Mine,Bolivia,tin,zinc,NA,TRUE,NA,33,Elevated
ICMM01215,Very Low,Distrito Maragua,NA,-18.958,-65.679,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01216,Moderate,Maragua Mine,Maragua Mine;Maragua,-18.981,-65.783,Mine,Bolivia,silver,lead,barium;zinc,TRUE,NA,36,Elevated
ICMM01221,Very Low,Morro Pilar,NA,-19.231,-43.382,Mine,Brazil,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM01227,Very Low,Canutillos,NA,-19.408,-65.449,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01228,Very Low,Machacamarca,NA,-19.413,-65.524,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01229,Very Low,Arofilla,NA,-19.414,-65.799,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01232,Very Low,Huari Huari Mine,NA,-19.448,-65.583,Mine,Bolivia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM01233,Very Low,Aroyofillo Mine,NA,-19.49,-65.801,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01234,Very Low,El Paco,NA,-19.498,-65.955,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01237,Moderate,San Luis Mine,San Luis Mine;San Luis,-19.572,-65.978,Mine,Bolivia,silver,zinc,lead,TRUE,NA,36,Elevated
ICMM01239,High,Unificada of Potosi,Unificada of Potosi;Cerro Rico De Potosi District;San Bartolome;Unificada;San Bartolome;Potosi;Pailaviri;Cerro Rico;Potosi (Yuguang) Smelter,-19.607,-65.743,Mine;Smelter,Bolivia,silver,tin,gold;lead;tungsten;zinc,TRUE,TRUE,36,Elevated
,,,,,,,,,,,,,,
ICMM01252,Very Low,Munecirca,NA,-19.808,-65.679,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01254,High,Porco,San Jose De Soras;Santo Santo Mine;Porco Mine;Porco;Illapa,-19.814,-65.985,Mine,Bolivia,zinc,silver,lead;copper;tin;antimony,TRUE,NA,51,Elevated
ICMM01261,Very Low,Sahuatoma,NA,-19.997,-65.809,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01264,High,Cerro Colorado,Cerro Colorado;Cerro Colorado (SxEw);Cerro Colorado,-20.048,-69.26,Mine,Chile,copper,molybdenum,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM01268,Moderate,La Cascadas,La Cascadas;Sagasca;La Cascada (Sagasca) (SX EW) Refinery,-20.183,-69.335,Mine;Refinery,Chile,copper,NA,NA,TRUE,TRUE,56,Elevated
ICMM01273,Very Low,San Lucas Mine,NA,-20.248,-65.133,Mine,Bolivia,zinc,gold,cadmium,TRUE,NA,51,Elevated
,,,,,,,,,,,,,,
ICMM01285,Very Low,Santo Domingo,NA,-20.618,-66.11,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01286,Very Low,Tasna,NA,-20.631,-66.316,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01288,Very Low,Plasmar Mine,NA,-20.647,-67.644,Mine,Bolivia,silver,NA,NA,TRUE,NA,36,Elevated
ICMM01289,Very Low,San Pedro Mine,NA,-20.648,-66.233,Mine,Bolivia,tin,arsenic,NA,TRUE,NA,33,Elevated
ICMM01293,Very Low,Santa Ana Mine,NA,-20.908,-66.279,Mine,Bolivia,copper,lead,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM01296,High,Collahausi,Collahausi;Pergolesi;Eduardo;Delirio;Lavaderos De Chiclla;Collahuasi;Collahuasi;Collahuasi,-20.98,-68.713,Mine,Chile,copper,molybdenum,silver;gold,TRUE,NA,56,Elevated
ICMM01298,Very Low,Chorolque Mine,NA,-20.956,-66.083,Mine,Bolivia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01301,High,Quebrada Blanca,Quebrada Blanca;Quebrada Blanca;Quebrada Blanca;Quebrada Blanca SX EW,-21.002,-68.8,Mine,Chile,copper,molybdenum,rhenium;silver,TRUE,NA,56,Elevated
ICMM01309,High,San Cristobal,Hedionda Mine;Animas Mine;Inca Mine;Toldos Mine;San Cristobal;San Cristobal,-21.101,-67.207,Mine,Bolivia,zinc,silver,antimony;copper,TRUE,NA,51,Elevated
ICMM01310,Very Low,Volta Grande Mine,NA,-21.103,-44.548,Mine,Brazil,tin,NA,NA,TRUE,NA,33,Elevated
ICMM01320,Very Low,Ventillas Mine,NA,-21.364,-66.266,Mine,Bolivia,tin,antimony,NA,TRUE,NA,33,Elevated
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ICMM01326,Very Low,Farellon Mine,NA,-21.573,-67.416,Mine,Bolivia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01336,Very Low,Mantos Blancos Mine,NA,-21.642,-67.053,Mine,Bolivia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01338,Very Low,35eblo Viejo,NA,-21.664,-66.283,Mine,Bolivia,tungsten,NA,NA,TRUE,NA,544,High
ICMM01350,Very Low,Goyo Mine,NA,-21.825,-65.349,Mine,Bolivia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM01360,Very Low,Pratapolis and Liberdade Mines,NA,-21.997,-46.649,Mine,Brazil,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM01364,Very Low,Tocopilla Cu Mine,NA,-22.078,-70.183,Mine,Chile,copper,cobalt,NA,TRUE,NA,56,Elevated
ICMM01367,Very Low,Buena Esperanza,NA,-22.183,-70.21,Mine,Chile,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01369,High,Radomiro Tomic,Chuqui Norte;Radomiro Tomic;Radomiro Tomic,-22.226,-68.888,Mine,Chile,copper,molybdenum,NA,TRUE,NA,56,Elevated
ICMM01372,High,Chuquicamata,San Pablo;Enchufe;Marina;Alicia Victoria;Chuquicamata;Chuquicamata;Mina Sur Mine;Codelco Norte;Chuquicamata;Chuquicamata refinery;Chuquicamata smelter;Chuquicamata;Chuquicamata Refinery;Chuquicamata SX EW;Codelco Norte SX EW,-22.297,-68.903,Mine;Smelter;Refinery,Chile,copper,gold,lead;molybdenum;rhenium;silver,TRUE,TRUE,56,Elevated
,,,,,,,,,,,,,,
ICMM01374,Very Low,Maria Elena Mine,NA,-22.314,-69.666,Mine,Chile,chromium,NA,NA,TRUE,NA,36,Elevated
,,,,,,,,,,,,,,
ICMM01384,Moderate,Tuina,"Tuina;San Jose, Tuina Cu Mine;Porvenir Tuina;Santa Lucia;Trebol",-22.538,-68.424,Mine,Chile,copper,silver,NA,TRUE,NA,56,Elevated
ICMM01385,High,Michilla,Susana;Lince/Michilla;Michilla;Michilla/Lince;Michilla SX EW,-22.678,-70.172,Mine,Chile,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01390,High,Pirquitas,Groupo Minero Pirquitas;Puna;Pirquitas;Pirquitas;Pircas Mine;Pircas Mine;Mina Pinquitas,-22.701,-66.495,Mine,Argentina,silver,zinc,tin;lead;gold,TRUE,NA,36,Elevated
ICMM01393,Moderate,Julia Maria,Julia Maria;Julia Maria,-22.748,-69.5,Mine,Chile,copper,gold,silver,TRUE,NA,56,Elevated
ICMM01396,Very Low,Altar,NA,-22.816,-70.231,Mine,Chile,copper,NA,NA,TRUE,NA,56,Elevated
ICMM01397,High,Sierra Gorda,Salvadora;Catalina Santiaguina;San Francisco;Sierra Gorda;Sierra Gorda,-22.852,-69.341,Mine,Chile,copper,molybdenum,lead;gold;silver,TRUE,NA,56,Elevated
ICMM01399,Very Low,Itaguai,NA,-22.864,-43.782,Mine,Brazil,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM01402,Very Low,Morro Do Niquel Mine,NA,-22.914,-46.649,Mine,Brazil,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM01403,High,Centinela,El Tesoro;Leonor/Tesoro;Centinela;Centinela Oxide;Centinela Sulfide,-22.959,-69.068,Mine,Chile,copper,gold,molybdenum;silver,TRUE,NA,56,Elevated
ICMM01408,Moderate,La Oriental Mine,La Oriental Mine;Quebrada Mine;Yareta Mine;El Aguilar Mine;Aguilar,-23.192,-65.702,Mine,Argentina,silver,lead,zinc;copper;gold;arsenic,TRUE,NA,36,Elevated
